"Id","ConstructionDate","ServiceStart","ServiceEnd","VesselType","CurrentLocation","Notes","RegistrationNumber","Name","owners"
147,,,,,,,,"Seattle No. 1","[{""currentowner"":false,""OwnerName"":""Seattle-Yukon Transportation Company""}]"
148,,,,"Barge",,,,"Seattle No. 2","[]"
149,,"1898-01-01T00:00:00.000Z","1922-01-01T00:00:00.000Z",,"Dawson bone yard",,,"Seattle No. 3","[{""currentowner"":false,""OwnerName"":""Seattle-Yukon Transportation Company""},{""currentowner"":false,""OwnerName"":""American Yukon Navigation Company""},{""currentowner"":false,""OwnerName"":""Northern Navigation Company""}]"
150,,,,,,,,"Selkirk","[{""currentowner"":false,""OwnerName"":""British Yukon Navigation Company""}]"
151,,,,,,,,"Seward","[{""currentowner"":false,""OwnerName"":""Alaska Commercial Company""}]"
152,,,,,,,,"Shamrock","[]"
153,,,,,,,,"Sibilla","[{""currentowner"":false,""OwnerName"":""British Yukon Navigation Company""}]"
232,,,,,,,,"Skagit Chief","[]"
215,,,,,,,,"Solegatus","[{""currentowner"":false,""OwnerName"":""British Yukon Navigation Company""}]"
155,,,,,,,,"Sovereign","[{""currentowner"":false,""OwnerName"":""Columbia Navigation Company""}]"
334,"2021-11-17T00:00:00.000Z","2021-11-25T00:00:00.000Z","2021-11-30T00:00:00.000Z","Launch","test","test","099998","Special Boat 987","[{""currentowner"":false,""OwnerName"":""Alaska Commercial Company""},{""currentowner"":false,""OwnerName"":""Yukon Flyer Line""}]"
244,,,,,,,,"Spligatus","[]"
156,,,,,,,,"St. Michael","[{""currentowner"":false,""OwnerName"":""Alaska Commercial Company""}]"
157,,,,,,,,"St. Michael","[]"
158,,,,,,,,"St. Paul","[]"
223,,"1928-01-01T00:00:00.000Z","1958-01-01T00:00:00.000Z",,,,,"St. Roch","[{""currentowner"":false,""OwnerName"":""RCMP""}]"
159,,,,"Barge",,,,"Stewart ","[]"
160,,,,,,,,"Susie","[{""currentowner"":false,""OwnerName"":""Alaska Commercial Company""}]"
161,,,,,,,,"Sybil","[]"
171,,,,,,,,"T.C. Power.","[{""currentowner"":false,""OwnerName"":""North American Transportation and Trading Company""}]"
162,,,,,,,,"Tacoma","[{""currentowner"":false,""OwnerName"":""Empire Transportation Company""}]"
247,,,,,,,,"Tagish","[]"
163,,,,"Barge",,,,"Tahkeena","[]"
164,,,,,,,,"Taku","[]"
290,,,,,,,,"Takulli","[]"
165,,,,,,,,"Tana.","[{""currentowner"":false,""OwnerName"":""Capt. Langely""}]"
166,,,,,,,,"Tanana","[]"
167,,,,,,,,"Tanana Chief","[]"
168,,,,"Barge",,,,"Tantalus","[]"
170,,,,,,,,"Tasmanian","[{""currentowner"":false,""OwnerName"":""C. D. Coy""}]"
216,,,,,,,,"Teal","[{""currentowner"":false,""OwnerName"":""British Yukon Navigation Company""}]"
237,,,,"Barge",,,,"Teslin","[]"
327,"2016-04-07T00:00:00.000Z","2017-08-14T00:00:00.000Z","2017-08-23T00:00:00.000Z","Ferry","test","test","#12345","Test boat","[]"
328,"2006-05-01T00:00:00.000Z","2012-08-01T00:00:00.000Z","2013-02-21T00:00:00.000Z","Sternwheeler","location desc","notes","1221214332435","test boat number 0001","[]"
177,,,,,,,,"The Veteran","[]"
172,,"1902-01-01T00:00:00.000Z","1928-01-01T00:00:00.000Z",,,,,"Thistle ","[{""currentowner"":false,""OwnerName"":""British Yukon Navigation Company""},{""currentowner"":false,""OwnerName"":""Taylor and Drury""},{""currentowner"":false,""OwnerName"":""Merchants Transportation Company""}]"
173,,,,,,,,"Torpedo Catcher","[]"
174,,,,,,,,"Triton","[]"
175,,,,,,,,"Tutshi","[]"
176,,,,,"Dawson Bone Yard",,,"Tyrrell ","[{""currentowner"":false,""OwnerName"":""British Yukon Navigation Company""},{""currentowner"":false,""OwnerName"":""North American Transportation and Trading Company""},{""currentowner"":false,""OwnerName"":""British-American Corporation Ltd.""},{""currentowner"":false,""OwnerName"":""Holme Miller""}]"
211,,,,,,,,"Unknown ""knock-down boat""","[{""currentowner"":false,""OwnerName"":""Balmer and Zigler""}]"
178,,,,,,,,"Victoria","[{""currentowner"":false,""OwnerName"":""Alaska Commercial Company""},{""currentowner"":false,""OwnerName"":""Empire Transportation Company""}]"
179,,,,,"Dawson bone yard",,,"Victorian","[]"
180,,,,,,,,"Viola","[]"
238,,,,,,,,"Viola","[]"
181,,,,,,,,"Vivian","[]"
285,,,,,,,,"W. H. Evans","[{""currentowner"":false,""OwnerName"":""Boston & Alaska Transportation Company""}]"
182,,,,,,,,"W.K. Merwin ","[{""currentowner"":false,""OwnerName"":""Big Alex McDonald""}]"
183,,,,,,,,"W.S. Stratton","[{""currentowner"":false,""OwnerName"":""John Casey and Big Alex McDonald""}]"
184,,,,,,,,"Waechter Bros.","[]"
187,,,,,,,,"White Seal","[{""currentowner"":false,""OwnerName"":""Northern Navigation Company""}]"
185,,,,,,,,"Whitehorse","[{""currentowner"":false,""OwnerName"":""British Yukon Navigation Company""}]"
188,,,,,,,,"Wilbur Crimmons","[{""currentowner"":false,""OwnerName"":""Independent""}]"
189,,,,,,,,"Wilder","[]"
190,,,,,,,,"Will H. Isom.","[{""currentowner"":false,""OwnerName"":""North American Transportation and Trading Company""}]"
191,,,,,,,,"William Ogilvie","[]"
192,,,,,,,,"Willie Irving","[{""currentowner"":false,""OwnerName"":""Canadian Pacific Navigation Company""},{""currentowner"":false,""OwnerName"":""Barrington""}]"
193,,,,,,,,"Witch Hazel","[]"
217,,,,,,,,"Woodchuck","[{""currentowner"":false,""OwnerName"":""British Yukon Navigation Company""},{""currentowner"":false,""OwnerName"":""Ollie MacDonald""}]"
194,,,,,,,,"Wyburn","[]"
260,,,,,,,,"Yellow Kid","[]"
252,,,,,,,,"York Barrington","[]"
196,,"1880-01-01T00:00:00.000Z","1898-01-01T00:00:00.000Z",,,,,"Yukon","[{""currentowner"":false,""OwnerName"":""Alaska Commercial Company""}]"
197,,"1913-01-01T00:00:00.000Z","1946-01-01T00:00:00.000Z",,,,,"Yukon","[{""currentowner"":false,""OwnerName"":""American Yukon Navigation Company""},{""currentowner"":false,""OwnerName"":""Alaska Railroad""}]"
195,,"1869-01-01T00:00:00.000Z","1882-01-01T00:00:00.000Z",,,,,"Yukon I","[{""currentowner"":false,""OwnerName"":""Alaska Commercial Company""},{""currentowner"":false,""OwnerName"":""John Parrot & Compnay""}]"
207,,,,,,,,"Yukon Lou","[{""currentowner"":false,""OwnerName"":""RCMP""}]"
198,,"1928-01-01T00:00:00.000Z",,,,,,"Yukon Rose","[{""currentowner"":false,""OwnerName"":""British Yukon Navigation Company""},{""currentowner"":false,""OwnerName"":""Taylor and Drury""},{""currentowner"":false,""OwnerName"":""Jack MacDonald""}]"
199,,"1898-01-01T00:00:00.000Z","1905-01-01T00:00:00.000Z",,,,,"Yukoner","[{""currentowner"":false,""OwnerName"":""British Yukon Navigation Company""},{""currentowner"":false,""OwnerName"":""Canadian Pacific Navigation Company""}]"
205,,,,,,,,"Yukonia","[]"
200,,,,,,,,"Zealandian","[{""currentowner"":false,""OwnerName"":""British Yukon Navigation Company""},{""currentowner"":false,""OwnerName"":""John Irving Navigation Company""}]"
